jurisdiccion,fecha,empresas
Corrientes,2026-03-01,7956
Córdoba,2015-01-01,53347
Córdoba,2015-02-01,53536
Córdoba,2015-03-01,53481
Córdoba,2015-04-01,52855
Córdoba,2015-05-01,53207
Córdoba,2015-06-01,53128
Córdoba,2015-07-01,53006
Córdoba,2015-08-01,53022
Córdoba,2015-09-01,52823
Córdoba,2015-10-01,52924
Córdoba,2015-11-01,53089
Córdoba,2015-12-01,53106
Córdoba,2016-01-01,53138
Córdoba,2016-02-01,53392
Córdoba,2016-03-01,53159
Córdoba,2016-04-01,52821
Córdoba,2016-05-01,52777
Córdoba,2016-06-01,52874
Córdoba,2016-07-01,52641
Córdoba,2016-08-01,52698
Córdoba,2016-09-01,52819
Córdoba,2016-10-01,52684
Córdoba,2016-11-01,52767
Córdoba,2016-12-01,52985
Córdoba,2017-01-01,53099
Córdoba,2017-02-01,53522
Córdoba,2017-03-01,53239
Córdoba,2017-04-01,52774
Córdoba,2017-05-01,52821
Córdoba,2017-06-01,53032
Córdoba,2017-07-01,52915
Córdoba,2017-08-01,53027
Córdoba,2017-09-01,53060
Córdoba,2017-10-01,53153
Córdoba,2017-11-01,53284
Córdoba,2017-12-01,53358
Córdoba,2018-01-01,53316
Córdoba,2018-02-01,53695
Córdoba,2018-03-01,53600
Córdoba,2018-04-01,53131
Córdoba,2018-05-01,53067
Córdoba,2018-06-01,52873
Córdoba,2018-07-01,52694
Córdoba,2018-08-01,52713
Córdoba,2018-09-01,52535
Córdoba,2018-10-01,52349
Córdoba,2018-11-01,52387
Córdoba,2018-12-01,52414
Córdoba,2019-01-01,52359
Córdoba,2019-02-01,52776
Córdoba,2019-03-01,52497
Córdoba,2019-04-01,51831
Córdoba,2019-05-01,52009
Córdoba,2019-06-01,51808
Córdoba,2019-07-01,51486
Córdoba,2019-08-01,51423
Córdoba,2019-09-01,51367
Córdoba,2019-10-01,51244
Córdoba,2019-11-01,51205
Córdoba,2019-12-01,51085
Córdoba,2020-01-01,51114
Córdoba,2020-02-01,51358
Córdoba,2020-03-01,51139
Córdoba,2020-04-01,50592
Córdoba,2020-05-01,50291
Córdoba,2020-06-01,50049
Córdoba,2020-07-01,49908
Córdoba,2020-08-01,49581
Córdoba,2020-09-01,49406
Córdoba,2020-10-01,49420
Córdoba,2020-11-01,49347
Córdoba,2020-12-01,49235
Córdoba,2021-01-01,49246
Córdoba,2021-02-01,49191
Córdoba,2021-03-01,49111
Córdoba,2021-04-01,49027
Córdoba,2021-05-01,49279
Córdoba,2021-06-01,49161
Córdoba,2021-07-01,49024
Córdoba,2021-08-01,49006
Córdoba,2021-09-01,48847
Córdoba,2021-10-01,49053
Córdoba,2021-11-01,49236
Córdoba,2021-12-01,49352
Córdoba,2022-01-01,49592
Córdoba,2022-02-01,49937
Córdoba,2022-03-01,49890
Córdoba,2022-04-01,49758
Córdoba,2022-05-01,50068
Córdoba,2022-06-01,50116
Córdoba,2022-07-01,50177
Córdoba,2022-08-01,50426
Córdoba,2022-09-01,50519
Córdoba,2022-10-01,50834
Córdoba,2022-11-01,51164
Córdoba,2022-12-01,51476
Córdoba,2023-01-01,51905
Córdoba,2023-02-01,52352
Córdoba,2023-03-01,52375
Córdoba,2023-04-01,52052
Córdoba,2023-05-01,52142
Córdoba,2023-06-01,52082
Córdoba,2023-07-01,52175
Córdoba,2023-08-01,52250
Córdoba,2023-09-01,52557
Córdoba,2023-10-01,52440
Córdoba,2023-11-01,52389
Córdoba,2023-12-01,52462
Córdoba,2024-01-01,52391
Córdoba,2024-02-01,52273
Córdoba,2024-03-01,51929
Córdoba,2024-04-01,51302
Córdoba,2024-05-01,51169
Córdoba,2024-06-01,50881
Córdoba,2024-07-01,50666
Córdoba,2024-08-01,50565
Córdoba,2024-09-01,50323
Córdoba,2024-10-01,50176
Córdoba,2024-11-01,50077
Córdoba,2024-12-01,50130
Córdoba,2025-01-01,50123
Córdoba,2025-02-01,50282
Córdoba,2025-03-01,50181
Córdoba,2025-04-01,50044
Córdoba,2025-05-01,50257
Córdoba,2025-06-01,50068
Córdoba,2025-07-01,49727
Córdoba,2025-08-01,49426
Córdoba,2025-09-01,49032
Córdoba,2025-10-01,48794
Córdoba,2025-11-01,48545
Córdoba,2025-12-01,48460
Córdoba,2026-01-01,48286
Córdoba,2026-02-01,48220
Córdoba,2026-03-01,47968
Entre Ríos,2015-01-01,17487
Entre Ríos,2015-02-01,17438
Entre Ríos,2015-03-01,17428
Entre Ríos,2015-04-01,17380
Entre Ríos,2015-05-01,17382
Entre Ríos,2015-06-01,17351
Entre Ríos,2015-07-01,17378
Entre Ríos,2015-08-01,17370
Entre Ríos,2015-09-01,17396
Entre Ríos,2015-10-01,17430
Entre Ríos,2015-11-01,17474
Entre Ríos,2015-12-01,17454
Entre Ríos,2016-01-01,17406
Entre Ríos,2016-02-01,17347
Entre Ríos,2016-03-01,17312
Entre Ríos,2016-04-01,17285
Entre Ríos,2016-05-01,17225
Entre Ríos,2016-06-01,17179
Entre Ríos,2016-07-01,17075
Entre Ríos,2016-08-01,17047
Entre Ríos,2016-09-01,17090
Entre Ríos,2016-10-01,17115
Entre Ríos,2016-11-01,17127
Entre Ríos,2016-12-01,17141
Entre Ríos,2017-01-01,17123
Entre Ríos,2017-02-01,17108
Entre Ríos,2017-03-01,17055
Entre Ríos,2017-04-01,17032
Entre Ríos,2017-05-01,16956
Entre Ríos,2017-06-01,17026
Entre Ríos,2017-07-01,16989
Entre Ríos,2017-08-01,17031
Entre Ríos,2017-09-01,17050
Entre Ríos,2017-10-01,17136
Entre Ríos,2017-11-01,17178
Entre Ríos,2017-12-01,17159
Entre Ríos,2018-01-01,17062
Entre Ríos,2018-02-01,17058
Entre Ríos,2018-03-01,17113
Entre Ríos,2018-04-01,17061
Entre Ríos,2018-05-01,17012
Entre Ríos,2018-06-01,16928
Entre Ríos,2018-07-01,16859
Entre Ríos,2018-08-01,16852
Entre Ríos,2018-09-01,16813
Entre Ríos,2018-10-01,16790
Entre Ríos,2018-11-01,16796
Entre Ríos,2018-12-01,16783
Entre Ríos,2019-01-01,16713
Entre Ríos,2019-02-01,16673
Entre Ríos,2019-03-01,16643
Entre Ríos,2019-04-01,16555
Entre Ríos,2019-05-01,16512
Entre Ríos,2019-06-01,16471
Entre Ríos,2019-07-01,16407
Entre Ríos,2019-08-01,16383
Entre Ríos,2019-09-01,16409
Entre Ríos,2019-10-01,16412
Entre Ríos,2019-11-01,16373
Entre Ríos,2019-12-01,16369
Entre Ríos,2020-01-01,16352
Entre Ríos,2020-02-01,16354
Entre Ríos,2020-03-01,16327
Entre Ríos,2020-04-01,16301
Entre Ríos,2020-05-01,16242
Entre Ríos,2020-06-01,16189
Entre Ríos,2020-07-01,16214
Entre Ríos,2020-08-01,16189
Entre Ríos,2020-09-01,16185
Entre Ríos,2020-10-01,16227
Entre Ríos,2020-11-01,16248
Entre Ríos,2020-12-01,16172
Entre Ríos,2021-01-01,16172
Entre Ríos,2021-02-01,16144
Entre Ríos,2021-03-01,16175
Entre Ríos,2021-04-01,16218
Entre Ríos,2021-05-01,16237
Entre Ríos,2021-06-01,16196
Entre Ríos,2021-07-01,16169
Entre Ríos,2021-08-01,16186
Entre Ríos,2021-09-01,16177
Entre Ríos,2021-10-01,16250
Entre Ríos,2021-11-01,16276
Entre Ríos,2021-12-01,16329
Entre Ríos,2022-01-01,16373
Entre Ríos,2022-02-01,16387
Entre Ríos,2022-03-01,16434
Entre Ríos,2022-04-01,16476
Entre Ríos,2022-05-01,16472
Entre Ríos,2022-06-01,16532
Entre Ríos,2022-07-01,16577
Entre Ríos,2022-08-01,16684
Entre Ríos,2022-09-01,16761
Entre Ríos,2022-10-01,16843
Entre Ríos,2022-11-01,16988
Entre Ríos,2022-12-01,17054
Entre Ríos,2023-01-01,17109
Entre Ríos,2023-02-01,17201
Entre Ríos,2023-03-01,17196
Entre Ríos,2023-04-01,17215
Entre Ríos,2023-05-01,17271
Entre Ríos,2023-06-01,17288
Entre Ríos,2023-07-01,17308
Entre Ríos,2023-08-01,17318
Entre Ríos,2023-09-01,17403
Entre Ríos,2023-10-01,17425
Entre Ríos,2023-11-01,17405
Entre Ríos,2023-12-01,17494
Entre Ríos,2024-01-01,17449
Entre Ríos,2024-02-01,17313
Entre Ríos,2024-03-01,17221
Entre Ríos,2024-04-01,17100
Entre Ríos,2024-05-01,17051
Entre Ríos,2024-06-01,16985
Entre Ríos,2024-07-01,16966
Entre Ríos,2024-08-01,16970
Entre Ríos,2024-09-01,16949
Entre Ríos,2024-10-01,16922
Entre Ríos,2024-11-01,16887
Entre Ríos,2024-12-01,16846
Entre Ríos,2025-01-01,16849
Entre Ríos,2025-02-01,16789
Entre Ríos,2025-03-01,16771
Entre Ríos,2025-04-01,16793
Entre Ríos,2025-05-01,16850
Entre Ríos,2025-06-01,16869
Entre Ríos,2025-07-01,16785
Entre Ríos,2025-08-01,16706
Entre Ríos,2025-09-01,16658
Entre Ríos,2025-10-01,16618
Entre Ríos,2025-11-01,16550
Entre Ríos,2025-12-01,16481
Entre Ríos,2026-01-01,16423
Entre Ríos,2026-02-01,16338
Entre Ríos,2026-03-01,16330
Formosa,2015-01-01,2582
Formosa,2015-02-01,2561
Formosa,2015-03-01,2581
Formosa,2015-04-01,2570
Formosa,2015-05-01,2592
Formosa,2015-06-01,2586
Formosa,2015-07-01,2589
Formosa,2015-08-01,2593
Formosa,2015-09-01,2612
Formosa,2015-10-01,2628
Formosa,2015-11-01,2653
Formosa,2015-12-01,2642
Formosa,2016-01-01,2639
Formosa,2016-02-01,2623
Formosa,2016-03-01,2625
Formosa,2016-04-01,2628
Formosa,2016-05-01,2625
Formosa,2016-06-01,2620
Formosa,2016-07-01,2623
Formosa,2016-08-01,2629
Formosa,2016-09-01,2645
Formosa,2016-10-01,2619
Formosa,2016-11-01,2621
Formosa,2016-12-01,2617
Formosa,2017-01-01,2619
Formosa,2017-02-01,2617
Formosa,2017-03-01,2620
Formosa,2017-04-01,2604
Formosa,2017-05-01,2588
Formosa,2017-06-01,2599
Formosa,2017-07-01,2599
Formosa,2017-08-01,2600
Formosa,2017-09-01,2603
Formosa,2017-10-01,2620
Formosa,2017-11-01,2621
Formosa,2017-12-01,2625
Formosa,2018-01-01,2600
Formosa,2018-02-01,2592
Formosa,2018-03-01,2601
Formosa,2018-04-01,2590
Formosa,2018-05-01,2589
Formosa,2018-06-01,2578
Formosa,2018-07-01,2581
Formosa,2018-08-01,2581
Formosa,2018-09-01,2585
Formosa,2018-10-01,2567
Formosa,2018-11-01,2562
Formosa,2018-12-01,2558
Formosa,2019-01-01,2530
Formosa,2019-02-01,2504
Formosa,2019-03-01,2509
Formosa,2019-04-01,2498
Formosa,2019-05-01,2488
Formosa,2019-06-01,2473
Formosa,2019-07-01,2460
Formosa,2019-08-01,2469
Formosa,2019-09-01,2479
Formosa,2019-10-01,2489
Formosa,2019-11-01,2472
Formosa,2019-12-01,2464
Formosa,2020-01-01,2451
Formosa,2020-02-01,2424
Formosa,2020-03-01,2437
Formosa,2020-04-01,2433
Formosa,2020-05-01,2413
Formosa,2020-06-01,2424
Formosa,2020-07-01,2420
Formosa,2020-08-01,2404
Formosa,2020-09-01,2413
Formosa,2020-10-01,2427
Formosa,2020-11-01,2428
Formosa,2020-12-01,2423
Formosa,2021-01-01,2411
Formosa,2021-02-01,2395
Formosa,2021-03-01,2400
Formosa,2021-04-01,2404
Formosa,2021-05-01,2402
Formosa,2021-06-01,2386
Formosa,2021-07-01,2369
Formosa,2021-08-01,2364
Formosa,2021-09-01,2366
Formosa,2021-10-01,2383
Formosa,2021-11-01,2391
Formosa,2021-12-01,2402
Formosa,2022-01-01,2420
Formosa,2022-02-01,2407
Formosa,2022-03-01,2420
Formosa,2022-04-01,2426
Formosa,2022-05-01,2448
Formosa,2022-06-01,2446
Formosa,2022-07-01,2459
Formosa,2022-08-01,2472
Formosa,2022-09-01,2484
Formosa,2022-10-01,2505
Formosa,2022-11-01,2510
Formosa,2022-12-01,2507
Formosa,2023-01-01,2506
Formosa,2023-02-01,2490
Formosa,2023-03-01,2487
Formosa,2023-04-01,2491
Formosa,2023-05-01,2479
Formosa,2023-06-01,2455
Formosa,2023-07-01,2476
Formosa,2023-08-01,2453
Formosa,2023-09-01,2470
Formosa,2023-10-01,2478
Formosa,2023-11-01,2500
Formosa,2023-12-01,2509
Formosa,2024-01-01,2501
Formosa,2024-02-01,2457
Formosa,2024-03-01,2463
Formosa,2024-04-01,2443
Formosa,2024-05-01,2426
Formosa,2024-06-01,2414
Formosa,2024-07-01,2390
Formosa,2024-08-01,2393
Formosa,2024-09-01,2392
Formosa,2024-10-01,2374
Formosa,2024-11-01,2386
Formosa,2024-12-01,2376
Formosa,2025-01-01,2370
Formosa,2025-02-01,2359
Formosa,2025-03-01,2338
Formosa,2025-04-01,2340
Formosa,2025-05-01,2357
Formosa,2025-06-01,2368
Formosa,2025-07-01,2372
Formosa,2025-08-01,2366
Formosa,2025-09-01,2354
Formosa,2025-10-01,2340
Formosa,2025-11-01,2321
Formosa,2025-12-01,2311
Formosa,2026-01-01,2305
Formosa,2026-02-01,2279
Formosa,2026-03-01,2283
Jujuy,2015-01-01,4368
Jujuy,2015-02-01,4345
Jujuy,2015-03-01,4347
Jujuy,2015-04-01,4353
Jujuy,2015-05-01,4325
Jujuy,2015-06-01,4300
Jujuy,2015-07-01,4380
Jujuy,2015-08-01,4411
Jujuy,2015-09-01,4444
Jujuy,2015-10-01,4450
Jujuy,2015-11-01,4508
Jujuy,2015-12-01,4493
Jujuy,2016-01-01,4484
Jujuy,2016-02-01,4474
Jujuy,2016-03-01,4482
Jujuy,2016-04-01,4486
Jujuy,2016-05-01,4415
Jujuy,2016-06-01,4424
Jujuy,2016-07-01,4469
Jujuy,2016-08-01,4468
Jujuy,2016-09-01,4501
Jujuy,2016-10-01,4526
Jujuy,2016-11-01,4530
Jujuy,2016-12-01,4517
Jujuy,2017-01-01,4493
Jujuy,2017-02-01,4521
Jujuy,2017-03-01,4500
Jujuy,2017-04-01,4502
Jujuy,2017-05-01,4422
Jujuy,2017-06-01,4463
Jujuy,2017-07-01,4499
Jujuy,2017-08-01,4489
Jujuy,2017-09-01,4483
Jujuy,2017-10-01,4515
Jujuy,2017-11-01,4528
Jujuy,2017-12-01,4519
Jujuy,2018-01-01,4473
Jujuy,2018-02-01,4449
Jujuy,2018-03-01,4444
Jujuy,2018-04-01,4450
Jujuy,2018-05-01,4362
Jujuy,2018-06-01,4376
Jujuy,2018-07-01,4432
Jujuy,2018-08-01,4450
Jujuy,2018-09-01,4456
Jujuy,2018-10-01,4467
Jujuy,2018-11-01,4504
Jujuy,2018-12-01,4488
Jujuy,2019-01-01,4451
Jujuy,2019-02-01,4430
Jujuy,2019-03-01,4414
Jujuy,2019-04-01,4358
Jujuy,2019-05-01,4306
Jujuy,2019-06-01,4322
Jujuy,2019-07-01,4327
Jujuy,2019-08-01,4354
Jujuy,2019-09-01,4381
Jujuy,2019-10-01,4421
Jujuy,2019-11-01,4398
Jujuy,2019-12-01,4373
Jujuy,2020-01-01,4379
Jujuy,2020-02-01,4331
Jujuy,2020-03-01,4316
Jujuy,2020-04-01,4274
Jujuy,2020-05-01,4193
Jujuy,2020-06-01,4189
Jujuy,2020-07-01,4211
Jujuy,2020-08-01,4180
Jujuy,2020-09-01,4211
Jujuy,2020-10-01,4244
Jujuy,2020-11-01,4249
Jujuy,2020-12-01,4234
Jujuy,2021-01-01,4220
Jujuy,2021-02-01,4195
Jujuy,2021-03-01,4219
Jujuy,2021-04-01,4211
Jujuy,2021-05-01,4170
Jujuy,2021-06-01,4185
Jujuy,2021-07-01,4188
Jujuy,2021-08-01,4205
Jujuy,2021-09-01,4221
Jujuy,2021-10-01,4293
Jujuy,2021-11-01,4298
Jujuy,2021-12-01,4289
Jujuy,2022-01-01,4330
Jujuy,2022-02-01,4322
Jujuy,2022-03-01,4348
Jujuy,2022-04-01,4335
Jujuy,2022-05-01,4319
Jujuy,2022-06-01,4336
Jujuy,2022-07-01,4363
Jujuy,2022-08-01,4384
Jujuy,2022-09-01,4419
Jujuy,2022-10-01,4491
Jujuy,2022-11-01,4507
Jujuy,2022-12-01,4486
Jujuy,2023-01-01,4506
Jujuy,2023-02-01,4482
Jujuy,2023-03-01,4513
Jujuy,2023-04-01,4537
Jujuy,2023-05-01,4498
Jujuy,2023-06-01,4481
Jujuy,2023-07-01,4512
Jujuy,2023-08-01,4527
Jujuy,2023-09-01,4543
Jujuy,2023-10-01,4556
Jujuy,2023-11-01,4531
Jujuy,2023-12-01,4579
Jujuy,2024-01-01,4598
Jujuy,2024-02-01,4582
Jujuy,2024-03-01,4557
Jujuy,2024-04-01,4501
Jujuy,2024-05-01,4451
Jujuy,2024-06-01,4455
Jujuy,2024-07-01,4464
Jujuy,2024-08-01,4465
Jujuy,2024-09-01,4501
Jujuy,2024-10-01,4490
Jujuy,2024-11-01,4474
Jujuy,2024-12-01,4477
Jujuy,2025-01-01,4470
Jujuy,2025-02-01,4462
Jujuy,2025-03-01,4509
Jujuy,2025-04-01,4512
Jujuy,2025-05-01,4500
Jujuy,2025-06-01,4541
Jujuy,2025-07-01,4522
Jujuy,2025-08-01,4469
Jujuy,2025-09-01,4457
Jujuy,2025-10-01,4447
Jujuy,2025-11-01,4427
Jujuy,2025-12-01,4387
Jujuy,2026-01-01,4348
Jujuy,2026-02-01,4311
Jujuy,2026-03-01,4314
La Pampa,2015-01-01,6360
La Pampa,2015-02-01,6289
La Pampa,2015-03-01,6286
La Pampa,2015-04-01,6293
La Pampa,2015-05-01,6332
La Pampa,2015-06-01,6352
La Pampa,2015-07-01,6374
La Pampa,2015-08-01,6374
La Pampa,2015-09-01,6380
La Pampa,2015-10-01,6399
La Pampa,2015-11-01,6417
La Pampa,2015-12-01,6418
La Pampa,2016-01-01,6420
La Pampa,2016-02-01,6349
La Pampa,2016-03-01,6359
La Pampa,2016-04-01,6399
La Pampa,2016-05-01,6405
La Pampa,2016-06-01,6398
La Pampa,2016-07-01,6397
La Pampa,2016-08-01,6419
La Pampa,2016-09-01,6419
La Pampa,2016-10-01,6433
La Pampa,2016-11-01,6443
La Pampa,2016-12-01,6452
La Pampa,2017-01-01,6459
La Pampa,2017-02-01,6407
La Pampa,2017-03-01,6411
La Pampa,2017-04-01,6410
La Pampa,2017-05-01,6391
La Pampa,2017-06-01,6438
La Pampa,2017-07-01,6407
La Pampa,2017-08-01,6438
La Pampa,2017-09-01,6449
La Pampa,2017-10-01,6479
La Pampa,2017-11-01,6484
La Pampa,2017-12-01,6468
La Pampa,2018-01-01,6450
La Pampa,2018-02-01,6402
La Pampa,2018-03-01,6418
La Pampa,2018-04-01,6427
La Pampa,2018-05-01,6423
La Pampa,2018-06-01,6401
La Pampa,2018-07-01,6396
La Pampa,2018-08-01,6376
La Pampa,2018-09-01,6377
La Pampa,2018-10-01,6379
La Pampa,2018-11-01,6384
La Pampa,2018-12-01,6375
La Pampa,2019-01-01,6346
La Pampa,2019-02-01,6279
La Pampa,2019-03-01,6272
La Pampa,2019-04-01,6244
La Pampa,2019-05-01,6262
La Pampa,2019-06-01,6236
La Pampa,2019-07-01,6217
La Pampa,2019-08-01,6227
La Pampa,2019-09-01,6271
La Pampa,2019-10-01,6278
La Pampa,2019-11-01,6259
La Pampa,2019-12-01,6266
La Pampa,2020-01-01,6256
La Pampa,2020-02-01,6180
La Pampa,2020-03-01,6188
La Pampa,2020-04-01,6210
La Pampa,2020-05-01,6191
La Pampa,2020-06-01,6209
La Pampa,2020-07-01,6197
La Pampa,2020-08-01,6172
La Pampa,2020-09-01,6167
La Pampa,2020-10-01,6178
La Pampa,2020-11-01,6169
La Pampa,2020-12-01,6142
La Pampa,2021-01-01,6152
La Pampa,2021-02-01,6088
La Pampa,2021-03-01,6103
La Pampa,2021-04-01,6147
La Pampa,2021-05-01,6179
La Pampa,2021-06-01,6178
La Pampa,2021-07-01,6184
La Pampa,2021-08-01,6195
La Pampa,2021-09-01,6182
La Pampa,2021-10-01,6202
La Pampa,2021-11-01,6208
La Pampa,2021-12-01,6214
La Pampa,2022-01-01,6268
La Pampa,2022-02-01,6242
La Pampa,2022-03-01,6295
La Pampa,2022-04-01,6348
La Pampa,2022-05-01,6371
La Pampa,2022-06-01,6404
La Pampa,2022-07-01,6408
La Pampa,2022-08-01,6441
La Pampa,2022-09-01,6481
La Pampa,2022-10-01,6520
La Pampa,2022-11-01,6541
La Pampa,2022-12-01,6565
La Pampa,2023-01-01,6593
La Pampa,2023-02-01,6557
La Pampa,2023-03-01,6588
La Pampa,2023-04-01,6599
La Pampa,2023-05-01,6601
La Pampa,2023-06-01,6612
La Pampa,2023-07-01,6571
La Pampa,2023-08-01,6569
La Pampa,2023-09-01,6582
La Pampa,2023-10-01,6576
La Pampa,2023-11-01,6581
La Pampa,2023-12-01,6597
La Pampa,2024-01-01,6583
La Pampa,2024-02-01,6529
La Pampa,2024-03-01,6516
La Pampa,2024-04-01,6462
La Pampa,2024-05-01,6448
La Pampa,2024-06-01,6441
La Pampa,2024-07-01,6412
La Pampa,2024-08-01,6403
La Pampa,2024-09-01,6382
La Pampa,2024-10-01,6364
La Pampa,2024-11-01,6363
La Pampa,2024-12-01,6341
La Pampa,2025-01-01,6370
La Pampa,2025-02-01,6314
La Pampa,2025-03-01,6296
La Pampa,2025-04-01,6302
La Pampa,2025-05-01,6294
La Pampa,2025-06-01,6302
La Pampa,2025-07-01,6270
La Pampa,2025-08-01,6285
La Pampa,2025-09-01,6303
La Pampa,2025-10-01,6326
La Pampa,2025-11-01,6325
La Pampa,2025-12-01,6321
La Pampa,2026-01-01,6316
La Pampa,2026-02-01,6255
La Pampa,2026-03-01,6229
La Rioja,2015-01-01,2308
La Rioja,2015-02-01,2296
La Rioja,2015-03-01,2323
La Rioja,2015-04-01,2328
La Rioja,2015-05-01,2310
La Rioja,2015-06-01,2308
La Rioja,2015-07-01,2309
La Rioja,2015-08-01,2330
La Rioja,2015-09-01,2334
La Rioja,2015-10-01,2357
La Rioja,2015-11-01,2358
La Rioja,2015-12-01,2351
La Rioja,2016-01-01,2351
La Rioja,2016-02-01,2335
La Rioja,2016-03-01,2359
La Rioja,2016-04-01,2362
La Rioja,2016-05-01,2347
La Rioja,2016-06-01,2336
La Rioja,2016-07-01,2332
La Rioja,2016-08-01,2336
La Rioja,2016-09-01,2346
La Rioja,2016-10-01,2339
La Rioja,2016-11-01,2340
La Rioja,2016-12-01,2341
La Rioja,2017-01-01,2329
La Rioja,2017-02-01,2333
La Rioja,2017-03-01,2344
La Rioja,2017-04-01,2329
La Rioja,2017-05-01,2342
La Rioja,2017-06-01,2342
La Rioja,2017-07-01,2320
La Rioja,2017-08-01,2334
La Rioja,2017-09-01,2333
La Rioja,2017-10-01,2353
La Rioja,2017-11-01,2358
La Rioja,2017-12-01,2352
La Rioja,2018-01-01,2320
La Rioja,2018-02-01,2309
La Rioja,2018-03-01,2346
La Rioja,2018-04-01,2354
La Rioja,2018-05-01,2344
La Rioja,2018-06-01,2319
La Rioja,2018-07-01,2322
La Rioja,2018-08-01,2335
La Rioja,2018-09-01,2324
La Rioja,2018-10-01,2337
La Rioja,2018-11-01,2338
La Rioja,2018-12-01,2330
La Rioja,2019-01-01,2304
La Rioja,2019-02-01,2283
La Rioja,2019-03-01,2291
La Rioja,2019-04-01,2261
La Rioja,2019-05-01,2259
La Rioja,2019-06-01,2259
La Rioja,2019-07-01,2235
La Rioja,2019-08-01,2209
La Rioja,2019-09-01,2212
La Rioja,2019-10-01,2214
La Rioja,2019-11-01,2219
La Rioja,2019-12-01,2196
La Rioja,2020-01-01,2185
La Rioja,2020-02-01,2169
La Rioja,2020-03-01,2195
La Rioja,2020-04-01,2192
La Rioja,2020-05-01,2172
La Rioja,2020-06-01,2167
La Rioja,2020-07-01,2166
La Rioja,2020-08-01,2157
La Rioja,2020-09-01,2154
La Rioja,2020-10-01,2159
La Rioja,2020-11-01,2175
La Rioja,2020-12-01,2160
La Rioja,2021-01-01,2151
La Rioja,2021-02-01,2139
La Rioja,2021-03-01,2152
La Rioja,2021-04-01,2174
La Rioja,2021-05-01,2166
La Rioja,2021-06-01,2158
La Rioja,2021-07-01,2155
La Rioja,2021-08-01,2150
La Rioja,2021-09-01,2132
La Rioja,2021-10-01,2160
La Rioja,2021-11-01,2155
La Rioja,2021-12-01,2161
La Rioja,2022-01-01,2180
La Rioja,2022-02-01,2178
La Rioja,2022-03-01,2196
La Rioja,2022-04-01,2202
La Rioja,2022-05-01,2201
La Rioja,2022-06-01,2217
La Rioja,2022-07-01,2206
La Rioja,2022-08-01,2220
La Rioja,2022-09-01,2258
La Rioja,2022-10-01,2280
La Rioja,2022-11-01,2331
La Rioja,2022-12-01,2399
La Rioja,2023-01-01,2476
La Rioja,2023-02-01,2508
La Rioja,2023-03-01,2558
La Rioja,2023-04-01,2569
La Rioja,2023-05-01,2606
La Rioja,2023-06-01,2648
La Rioja,2023-07-01,2656
La Rioja,2023-08-01,2687
La Rioja,2023-09-01,2705
La Rioja,2023-10-01,2722
La Rioja,2023-11-01,2703
La Rioja,2023-12-01,2704
La Rioja,2024-01-01,2742
La Rioja,2024-02-01,2666
La Rioja,2024-03-01,2610
La Rioja,2024-04-01,2580
La Rioja,2024-05-01,2566
La Rioja,2024-06-01,2522
La Rioja,2024-07-01,2485
La Rioja,2024-08-01,2492
La Rioja,2024-09-01,2505
La Rioja,2024-10-01,2508
La Rioja,2024-11-01,2496
La Rioja,2024-12-01,2475
La Rioja,2025-01-01,2492
La Rioja,2025-02-01,2460
La Rioja,2025-03-01,2496
La Rioja,2025-04-01,2535
La Rioja,2025-05-01,2607
La Rioja,2025-06-01,2637
La Rioja,2025-07-01,2613
La Rioja,2025-08-01,2537
La Rioja,2025-09-01,2501
La Rioja,2025-10-01,2436
La Rioja,2025-11-01,2369
La Rioja,2025-12-01,2304
La Rioja,2026-01-01,2269
La Rioja,2026-02-01,2234
La Rioja,2026-03-01,2231
Mendoza,2015-01-01,22681
Mendoza,2015-02-01,22576
Mendoza,2015-03-01,22591
Mendoza,2015-04-01,22462
Mendoza,2015-05-01,22419
Mendoza,2015-06-01,22414
Mendoza,2015-07-01,22492
Mendoza,2015-08-01,22608
Mendoza,2015-09-01,22631
Mendoza,2015-10-01,22731
Mendoza,2015-11-01,22779
Mendoza,2015-12-01,22707
Mendoza,2016-01-01,22678
Mendoza,2016-02-01,22538
Mendoza,2016-03-01,22594
Mendoza,2016-04-01,22423
Mendoza,2016-05-01,22284
Mendoza,2016-06-01,22278
Mendoza,2016-07-01,22302
Mendoza,2016-08-01,22396
Mendoza,2016-09-01,22497
Mendoza,2016-10-01,22535
Mendoza,2016-11-01,22534
Mendoza,2016-12-01,22521
Mendoza,2017-01-01,22494
Mendoza,2017-02-01,22512
Mendoza,2017-03-01,22500
Mendoza,2017-04-01,22338
Mendoza,2017-05-01,22174
Mendoza,2017-06-01,22345
Mendoza,2017-07-01,22396
Mendoza,2017-08-01,22471
Mendoza,2017-09-01,22484
Mendoza,2017-10-01,22589
Mendoza,2017-11-01,22620
Mendoza,2017-12-01,22618
Mendoza,2018-01-01,22488
